Ref,Name,Sci_key,C_key,Loc,Type,RA,DEC,Vel,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Simbad_Identifier,Ba/Fe,C/Fe
AOK05,CS30319-020,*,*,HA,RG,"21 19 39.31","'-26 52 39.58",,,13.59,12.83,12.137,11.72,11.127,10.671,10.569,5200,2.5,'-2.35,1.7,2MASS_J21193930-2652395,'-0.73,0.32
ROE14b,CS30492-110,*,*,HA,RG,"21 21 45.833","'-38 8 57.94",44,,15.38,14.63,13.7,,12.85,12.34,12.26,4660,1.05,'-3.27,1.8,2MASS_J21214583-3808579,'-0.43,0.12
HOL11,HE2123-0329,*,*,HA,RG,"21 26 8.96","'-3 16 58.8",'-219.4,,14.6,,13,,11.575,11.125,11.001,4725,1.15,'-3.22,1.8,2MASS_J21260896-0316587,'-0.85,0.4
AOK07a,CS30322-023,*,*,HA,RG,"21 30 32.184","'-46 16 24.72",118.72,,13.473,12.166,11.498,10.908,10.05,9.479,9.313,4300,1,'-3.3,3.3,2MASS_J21303218-4616247,0.63,0.57
MAS06,CS30322-023,*,*,HA,RG,"21 30 32.184","'-46 16 24.72",118.72,,13.473,12.166,11.498,10.908,10.05,9.479,9.313,4100,'-0.3,'-3.44,2.2,2MASS_J21303218-4616247,0.56,0.61
MAS12,CS30322-023,*,*,HA,RG,"21 30 32.184","'-46 16 24.72",118.72,,13.473,12.166,11.498,10.908,10.05,9.479,9.313,4100,'-0.3,'-3.38,2.2,2MASS_J21303218-4616247,0.5,0.55
PRE06,CS22948-006,*,*,HA,HB,"21 33 17.69","'-39 39 42.8",73,,15.56,15.07,14.7,,13.774,13.405,13.334,5550,1.95,'-2.62,2.1,2MASS_J21331768-3939428,'-0.68,0.49
BAR05,HE2133-1432,*,*,HA,SG,"21 36 22.538","'-14 19 20.33",'-129,,15.86,15.348,14.998,14.604,14.113,13.765,13.739,5716,3.46,'-2.02,1.46,2MASS_J21362253-1419203,'-0.1,0.08
AND09,CS29495-041,*,*,HA,RG,"21 36 33.278","'-28 18 48.58",77,14.111,14.15,13.34,12.7,12.222,11.607,11.116,11.024,4800,1.5,'-2.82,1.8,2MASS_J21363327-2818485,'-0.7,
CAY04,CS29495-041,*,*,HA,RG,"21 36 33.278","'-28 18 48.58",77,14.111,14.15,13.34,12.7,12.222,11.607,11.116,11.024,4800,1.5,'-2.81,1.8,2MASS_J21363327-2818485,'-0.71,0.01
BAR05,HE2134+0001,*,*,HA,RG,"21 37 8.189","0 15 4.59",48,,16.3,15.792,15.3,14.923,14.352,13.85,13.809,5257,3,'-2.22,1.55,2MASS_J21370818+0015045,'-0.47,0.17
AOK02a,CS22948-027,*,*,HA,RG,"21 37 45.774","'-39 27 22.31",'-77,,13.79,12.66,12.16,11.76,10.979,10.534,10.427,4600,1,'-2.57,2.2,2MASS_J21374577-3927223,1.8,2.09
AOK07a,CS22948-027,*,NO,HA,RG,"21 37 45.774","'-39 27 22.31",'-77,,13.79,12.66,12.16,11.76,10.979,10.534,10.427,5000,1.9,'-2.26,2,2MASS_J21374577-3927223,2.35,2.13
BAB05,CS22948-027,*,*,HA,RG,"21 37 45.774","'-39 27 22.31",'-77,,13.79,12.66,12.16,11.76,10.979,10.534,10.427,4800,1.8,'-2.47,1.5,2MASS_J21374577-3927223,2.21,2.53
PRE01,CS22948-027,*,NO,HA,RG,"21 37 45.774","'-39 27 22.31",'-77,,13.79,12.66,12.16,11.76,10.979,10.534,10.427,4600,0.8,'-2.79,2.3,2MASS_J21374577-3927223,1.62,2.19
ROE14b,CS29495-042,S,CR,HA,RG,"21 39 11.401","'-28 17 54.47",'-80,,14.32,13.68,13.192,12.782,12.346,11.908,11.87,5180,2.55,'-2.54,1.45,2MASS_J21391140-2817544,1.79,1.07
HOL11,HE2138-0314,*,*,HA,RG,"21 40 41.59","'-3 1 17.1",'-373.5,,14.1,,13.2,,11.844,11.423,11.346,5015,1.9,'-3.29,1.75,2MASS_J21404159-0301171,'-0.85,0.78
BAR05,HE2139-1851,*,*,HA,RG,"21 42 29.51","'-18 37 50.66",'-91.6,,14.2,14.114,13.8,13.144,12.58,12.104,12.013,4925,1.86,'-3.24,1.78,2MASS_J21422951-1837506,'-0.95,0.45
PRE06,CS22944-039,*,*,HA,RG,"21 45 12.266","'-14 41 24.84",'-253,,14.85,14.3,,,12.976,12.616,12.5,5350,1.5,'-2.41,2.25,2MASS_J21451226-1441248,'-0.19,'-0.22
BAR05,CS30343-063,*,*,HA,RG,"21 45 17.502","'-37 22 18.59",'-59.4,,14.04,12.99,12.375,11.774,10.947,10.364,10.235,4412,0.83,'-2.97,2.26,2MASS_J21451750-3722185,'-0.95,'-0.71
BAR05,HE2143+0030,*,*,HA,RG,"21 46 12.075","0 44 45.72",'-76.2,,16.436,15.506,14.912,14.366,13.561,12.922,12.842,4688,1.5,'-2.43,1.91,2MASS_J21461207+0044457,'-0.43,'-0.4
PRE00,CS22948-079,*,*,HA,MS,"21 47 29.207","'-39 25 19.26",'-55,,14.07,13.72,13.5,,12.844,12.635,12.618,6700,4.2,'-1.61,2.5,2MASS_J21472920-3925192,0.36,
LAI07,CS22944-032,*,NO,HA,SG,"21 47 43.23","'-13 40 22.8",30,,13.87,13.28,,,11.806,11.428,11.324,5528,3.44,'-2.64,,2MASS_J21474322-1340227,'-1.07,0.78
LAI08,CS22944-032,*,*,HA,RG,"21 47 43.23","'-13 40 22.8",30,,13.87,13.28,,,11.806,11.428,11.324,5300,2.87,'-2.97,1.5,2MASS_J21474322-1340227,'-0.74,0.39
ROE14b,CS22944-032,*,*,HA,RG,"21 47 43.23","'-13 40 22.8",30,,13.87,13.28,,,11.806,11.428,11.324,5090,2.3,'-3.22,1.45,2MASS_J21474322-1340227,'-0.91,0.28
BAR05,HE2145-3025,*,*,HA,HB,"21 48 43.334","'-30 11 8.3",131.4,,15.402,14.879,15.3,14.155,13.745,13.375,13.343,5608,2.22,'-2.69,2.47,2MASS_J21484333-3011082,'-0.36,
PRE00,CS22948-068,*,*,HA,MS,"21 49 6.926","'-37 27 52.49",79,13.95,14.09,13.77,,,13.044,12.858,12.78,7200,4.5,'-1.35,2.5,2MASS_J21490692-3727524,0.09,
COH03,HE2148-1247,I,CR,HA,SG,"21 51 17.92","'-12 33 41.8",40.9,,15.2,14.79,,,13.774,13.521,13.489,6380,3.9,'-2.37,1.7,2MASS_J21511791-1233417,2.36,2.02
COH13,HE2148-1247,I,CR,HA,SG,"21 51 17.92","'-12 33 41.8",40.9,,15.2,14.79,,,13.774,13.521,13.489,6380,3.9,'-2.3,1.7,2MASS_J21511791-1233417,2.29,1.91
MAS12,CS22948-104,*,*,HA,RG,"21 51 45.749","'-37 52 30.88",7,,14.55,13.96,13.519,13.108,12.498,12.123,12.012,5000,2.3,'-2.81,1.6,2MASS_J21514574-3752308,'-0.22,0.43
BAR05,HE2150-0825,*,NO,HA,SG,"21 53 0.161","'-8 11 18.27",'-63.3,,15,14.959,14.5,14.316,13.859,13.628,13.524,5960,3.67,'-1.98,1.57,2MASS_J21530016-0811182,1.65,1.31
BAR05,HE2151-2858,*,*,HA,MS,"21 54 1.579","'-28 44 20",'-89.7,,16.57,16.072,15.733,15.382,14.927,14.588,14.548,5598,4.14,'-2.38,1.39,2MASS_J21540157-2844199,'-0.3,0.06
BAR05,HE2153-2719,*,*,HA,RG,"21 56 4.079","'-27 4 49.74",'-111.8,,15.7,15.045,14.6,14.053,13.529,13.045,12.999,4898,2.01,'-2.49,1.8,2MASS_J21560407-2704497,'-0.74,0.08
LAI07,CS22965-016,*,*,HA,RG,"21 57 7.915","'-4 34 8.38",'-90,14.86,14.81,14.05,,,12.327,11.861,11.764,4904,1.99,'-2.59,,2MASS_J21570791-0434083,<-0.05,'-0.57
ROE14b,CS22965-016,*,*,HA,RG,"21 57 7.915","'-4 34 8.38",'-90,14.86,14.81,14.05,,,12.327,11.861,11.764,4770,1.4,'-3.13,1.85,2MASS_J21570791-0434083,'-0.68,'-0.48
BAR05,HE2155+0136,*,*,HA,RG,"21 57 37.554","1 50 20.18",'-248.2,,16.758,16.043,15.662,15.217,14.702,14.275,14.202,5331,3.22,'-2.07,1.23,2MASS_J21573755+0150201,0.09,'-0.04
BAR05,HE2154-2838,*,*,HA,RG,"21 57 43.797","'-28 24 30.7",'-16.9,,16.281,15.59,15.24,14.802,14.184,13.793,13.711,5303,3.18,'-1.85,1.46,2MASS_J21574379-2824306,'-0.09,0.0
AND09,CS22956-050,*,*,HA,RG,"21 58 5.839","'-65 13 27.14",2,,14.95,14.25,13.745,13.211,12.597,12.06,12.018,4900,1.7,'-3.33,1.8,2MASS_J21580583-6513271,'-0.83,
CAY04,CS22956-050,*,*,HA,RG,"21 58 5.839","'-65 13 27.14",2,,14.95,14.25,13.745,13.211,12.597,12.06,12.018,4900,1.7,'-3.32,1.8,2MASS_J21580583-6513271,'-0.84,0.35
ROE14b,CS22956-050,*,*,HA,RG,"21 58 5.839","'-65 13 27.14",2,,14.95,14.25,13.745,13.211,12.597,12.06,12.018,4640,1,'-3.67,1.75,2MASS_J21580583-6513271,'-0.9,0.26
BAR05,HE2156-3130,*,NO,HA,RG,"21 59 5.771","'-31 16 12.14",262,,14.86,14.07,13.523,13.011,12.299,11.783,11.673,4692,1.28,'-3.13,1.93,2MASS_J21590577-3116121,0.47,0.7
MAS12,CS29493-090,*,NO,HA,RG,"21 59 5.771","'-31 16 12.14",262,,14.86,14.07,13.523,13.011,12.299,11.783,11.673,4700,0.9,'-3.3,1.6,2MASS_J21590577-3116121,0.42,0.82
SPI14,CS29493-090,*,NO,HA,RG,"21 59 5.771","'-31 16 12.14",262,,14.86,14.07,13.523,13.011,12.299,11.783,11.673,4700,1.3,'-3.14,,2MASS_J21590577-3116121,0.42,0.89
COH06,HE2158-0348,S,CR,HA,RG,"22 0 39.976","'-3 34 12.18",67.6,,15.9,15.71,14.8,14.726,14.106,13.653,13.65,5215,2.5,'-2.75,1.6,2MASS_J22003997-0334121,1.59,2.08
COH13,HE2158-0348,S,CR,HA,RG,"22 0 39.976","'-3 34 12.18",67.6,,15.9,15.71,14.8,14.726,14.106,13.653,13.65,5215,2.5,'-2.66,1.4,2MASS_J22003997-0334121,1.68,1.9
BAR05,HE2158-3112,*,*,HA,RG,"22 1 21.507","'-30 57 57.56",'-108.7,,13.98,13.22,12.693,12.161,11.506,11.024,10.962,4843,1.85,'-2.74,1.85,2MASS_J22012150-3057575,'-0.89,'-0.08
BAR05,CS30337-097,*,*,HA,RG,"22 1 21.507","'-30 57 57.56",'-108.7,,13.98,13.22,12.693,12.161,11.506,11.024,10.962,4865,1.81,'-2.73,1.88,2MASS_J22012150-3057575,'-0.77,'-0.06
HAN15,HE2159-0551,*,*,HA,RG,"22 2 16.36","'-5 36 48.4",'-92,,13.3,,11.6,,10.513,9.948,9.847,4800,1.5,'-2.81,2.1,2MASS_J22021636-0536483,'-1.58,'-0.24
BAR05,HE2200-2030,*,*,HA,SG,"22 3 2.538","'-20 15 58.47",89.7,,15.7,15.643,15.6,14.993,14.581,14.252,14.256,5870,3.42,'-2.0,1.64,2MASS_J22030253-2015584,'-0.09,0.06
BAR05,HE2201-0637,*,*,HA,RG,"22 3 44.74","'-6 22 41.69",114,,16.461,15.734,15.222,14.713,14.012,13.574,13.467,4976,2.21,'-2.59,1.69,2MASS_J22034474-0622416,'-0.72,0.09
AND09,BS17569-049,*,*,HA,RG,"22 4 58.367","4 1 32.12",'-203,14.503,14.25,13.36,12.805,12.259,11.503,10.92,10.853,4700,1.2,'-2.88,1.9,2MASS_J22045836+0401321,0.15,
CAY04,BS17569-049,R1,*,HA,RG,"22 4 58.367","4 1 32.12",'-203,14.503,14.25,13.36,12.805,12.259,11.503,10.92,10.853,4700,1.2,'-2.85,1.9,2MASS_J22045836+0401321,0.12,'-0.06
BAR05,HE2204-1703,*,*,HA,RG,"22 7 11.908","'-16 49 10.63",'-11.7,,15.704,14.994,14.517,13.998,13.313,12.814,12.777,4932,1.87,'-2.79,1.84,2MASS_J22071190-1649106,'-0.8,0.17
PRE01,CS22881-036,S,CR,HA,SG,"22 7 58.434","'-40 44 16.44",50,,14.42,13.95,13.633,13.278,12.968,12.651,12.688,6200,4,'-2.05,2.2,2MASS_J22075843-4044164,1.88,2.05
ROE14b,CS22881-036,S,CR,HA,SG,"22 7 58.434","'-40 44 16.44",50,,14.42,13.95,13.633,13.278,12.968,12.651,12.688,5940,3.7,'-2.34,1.1,2MASS_J22075843-4044164,2.0,1.96
BAR05,HE2206-2245,*,*,HA,RG,"22 9 9.429","'-22 30 16.1",'-210.5,,16,15.534,15.4,14.616,14.11,13.655,13.605,5100,2.45,'-2.73,1.7,2MASS_J22090942-2230161,'-0.16,0.17
AOK07a,CS22960-053,*,NO,HA,RG,"22 16 17.08","'-43 54 19.74",298,15.69,15.705,14.95,14.537,14.046,13.298,12.833,12.761,5200,2.1,'-3.19,2.1,2MASS_J22161708-4354197,0.9,2.06
ROE14b,CS22960-053,*,*,HA,RG,"22 16 17.08","'-43 54 19.74",298,15.69,15.705,14.95,14.537,14.046,13.298,12.833,12.761,4860,1.65,'-3.64,1.6,2MASS_J22161708-4354197,1.03,1.4
ROE14b,CS22960-048,*,*,HA,RG,"22 17 1.566","'-45 12 16.95",'-85,15.445,15.64,14.96,14.558,14.059,13.476,13.064,12.958,4770,1.4,'-3.91,1.55,2MASS_J22170156-4512169,'-1.59,0.47
AND09,CS22892-052,*,*,HA,RG,"22 17 1.657","'-16 39 27.15",13,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4850,1.6,'-3.03,1.9,2MASS_J22170165-1639271,0.96,
BAR05,CS22892-052,*,*,HA,RG,"22 17 1.657","'-16 39 27.15",13,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4884,1.81,'-2.95,1.67,2MASS_J22170165-1639271,1.14,0.96
CAY04,CS22892-052,R2,CR,HA,RG,"22 17 1.657","'-16 39 27.15",13,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4850,1.6,'-3.04,1.9,2MASS_J22170165-1639271,0.97,0.99
HON04,CS22892-052,R2,CR,HA,RG,"22 17 1.657","'-16 39 27.15",13,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4790,1.6,'-2.91,1.8,2MASS_J22170165-1639271,0.95,1.03
LAI07,CS22892-052,*,NO,HA,RG,"22 17 1.657","'-16 39 27.15",13,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4854,1.87,'-2.99,,2MASS_J22170165-1639271,1.27,1.13
MCW95,CS22892-052,R2,CR,HA,RG,"22 17 1.657","'-16 39 27.15",13,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4760,1.3,'-3.02,2.29,2MASS_J22170165-1639271,0.94,1.09
NOR97b,CS22892-052,R2,CR,HA,RG,"22 17 1.657","'-16 39 27.15",13,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4850,1.5,'-2.97,2.5,2MASS_J22170165-1639271,0.5,1.34
ROE14b,CS22892-052,R2,CR,HA,RG,"22 17 1.657","'-16 39 27.15",13,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4690,1.15,'-3.24,1.5,2MASS_J22170165-1639271,1.03,0.92
ROE14e,CS22892-052,*,*,HA,RG,"22 17 1.657","'-16 39 27.15",13,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4690,1.15,'-3.16,1.5,2MASS_J22170165-1639271,0.94,
SNE03,CS22892-052,R2,CR,HA,RG,"22 17 1.657","'-16 39 27.15",13,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4800,1.5,'-3.1,1.95,2MASS_J22170165-1639271,0.94,0.97
BAR05,HE2216-0621,*,*,HA,RG,"22 18 45.945","'-6 6 50.17",52.5,,15.407,14.456,13.863,13.261,12.478,11.888,11.81,4671,1.27,'-3.23,2.02,2MASS_J22184594-0606501,'-1.31,'-0.7
BAR05,HE2216-1548,R1,*,HA,RG,"22 19 30.359","'-15 33 36.25",'-271,,16.33,15.634,15.183,14.766,14.306,13.849,13.683,5154,1.73,'-1.7,2.69,2MASS_J22193035-1533362,0.24,'-0.42
BAR05,HE2217-0706,*,*,HA,RG,"22 20 17.992","'-6 51 16.42",'-93.3,,15.7,14.958,13.9,13.68,12.855,12.272,12.146,4497,1.01,'-2.58,2.13,2MASS_J22201799-0651164,'-0.61,'-0.58
AOK05,CS22886-042,*,*,HA,RG,"22 20 25.812","'-10 23 20.17",'-224,,14.106,13.275,12.763,12.269,11.511,11.028,10.94,4850,1.7,'-2.55,1.9,2MASS_J22202581-1023201,'-0.4,'-0.08
AOK07a,CS22886-042,*,*,HA,RG,"22 20 25.812","'-10 23 20.17",'-224,,14.106,13.275,12.763,12.269,11.511,11.028,10.94,4800,1.6,'-2.66,2.1,2MASS_J22202581-1023201,'-0.46,0.13
BAR05,CS22886-042,*,*,HA,RG,"22 20 25.812","'-10 23 20.17",'-224,,14.106,13.275,12.763,12.269,11.511,11.028,10.94,4881,1.85,'-2.68,1.84,2MASS_J22202581-1023201,'-0.17,'-0.03
BAR05,HE2217-1523,*,*,HA,RG,"22 20 33.728","'-15 8 34.68",79.5,,15.661,14.929,14.435,13.916,13.259,12.747,12.673,4847,1.82,'-2.62,1.81,2MASS_J22203372-1508346,'-0.57,'-0.01
AND09,CS29502-042,*,*,HA,RG,"22 21 48.822","2 28 44.89",'-138.05,13.291,13.4,12.74,12.325,12.013,11.15,10.724,10.653,5100,2.5,'-3.19,1.5,2MASS_J22214882+0228448,'-1.74,
AOK05,CS29516-041,*,*,HA,RG,"22 21 48.822","2 28 44.89",'-138.05,13.291,13.4,12.74,12.325,12.013,11.15,10.724,10.653,5200,2.5,'-2.97,1.7,2MASS_J22214882+0228448,'-1.96,0.04
CAY04,CS29502-042,*,*,HA,RG,"22 21 48.822","2 28 44.89",'-138.05,13.291,13.4,12.74,12.325,12.013,11.15,10.724,10.653,5100,2.5,'-3.19,1.5,2MASS_J22214882+0228448,'-1.74,0.25
BAR05,HE2219-0713,*,*,HA,RG,"22 22 15.776","'-6 58 34.37",'-111.8,,14.9,14.212,13.4,13.019,12.367,11.917,11.81,4789,1.68,'-2.92,1.64,2MASS_J22221577-0658343,'-1.41,'-0.21
PRE06,CS22886-043,*,*,HA,HB,"22 22 33.786","'-10 14 9.01",'-61,,15.18,14.72,,13.991,13.564,13.247,13.178,6000,1.8,'-2.14,3.2,2MASS_J22223378-1014090,0.28,0.25
ALL12,CS29502-092,*,NO,HA,RG,"22 22 35.995","'-1 38 27.53",'-65.2,,12.64,11.87,11.365,10.862,10.177,9.713,9.601,4970,1.7,'-3.05,1.85,2MASS_J22223599-0138275,'-1.41,1.31
AOK02a,CS29502-092,*,NO,HA,RG,"22 22 35.995","'-1 38 27.53",'-65.2,,12.64,11.87,11.365,10.862,10.177,9.713,9.601,5000,2.1,'-2.76,1.8,2MASS_J22223599-0138275,'-0.87,1.09
LAI07,CS29502-092,*,NO,HA,RG,"22 22 35.995","'-1 38 27.53",'-65.2,,12.64,11.87,11.365,10.862,10.177,9.713,9.601,5114,2.51,'-2.92,,2MASS_J22223599-0138275,'-0.97,1.28
LAI08,CS29502-092,*,NO,HA,RG,"22 22 35.995","'-1 38 27.53",'-65.2,,12.64,11.87,11.365,10.862,10.177,9.713,9.601,4890,1.72,'-3.17,1.6,2MASS_J22223599-0138275,'-1.34,1.04
ROE14a,CS29502-092,*,NO,HA,RG,"22 22 35.995","'-1 38 27.53",'-65.2,,12.64,11.87,11.365,10.862,10.177,9.713,9.601,4820,1.5,'-3.3,1.5,2MASS_J22223599-0138275,'-1.36,1.06
ROE14b,CS29502-092,*,NO,HA,RG,"22 22 35.995","'-1 38 27.53",'-65.2,,12.64,11.87,11.365,10.862,10.177,9.713,9.601,4820,1.5,'-3.3,1.5,2MASS_J22223599-0138275,'-1.36,1.06
ROE14a,CS22960-064,R1,*,HA,RG,"22 24 0.14","'-42 35 16.05",'-74,14.44,14.4,13.94,13.3,,12.517,12.129,12.026,5060,2.2,'-2.77,1.4,2MASS_J22240014-4235160,'-0.21,0.14
ROE14b,CS22960-064,R1,*,HA,RG,"22 24 0.14","'-42 35 16.05",'-74,14.44,14.4,13.94,13.3,,12.517,12.129,12.026,5060,2.2,'-2.77,1.4,2MASS_J22240014-4235160,'-0.21,0.14
AOK07a,HE2221-0453,*,NO,HA,RG,"22 24 25.631","'-4 38 2.2",,,15.098,13.65,12.942,12.376,11.524,10.997,10.815,4400,0.4,'-2.27,2,2MASS_J22242563-0438021,1.78,1.84
BAR05,HE2221-4150,*,*,HA,MS,"22 24 47.298","'-41 35 38.82",40.2,,17.1,16.699,15.9,16.05,15.809,15.452,15.144,5887,4.06,'-2.03,1.41,2MASS_J22244729-4135388,0.04,0.19
BAR05,CS29491-109,*,*,HA,RG,"22 25 1.192","'-32 14 41.31",160.1,,14.02,13.21,12.686,12.129,11.496,10.945,10.863,4736,1.5,'-2.9,1.82,2MASS_J22250119-3214413,'-0.97,'-0.23
BAR05,HE2222-4156,*,*,HA,RG,"22 25 28.65","'-41 40 57.63",'-126,,16.1,15.332,14.8,14.583,14.244,13.927,13.759,5537,3.27,'-2.73,1.44,2MASS_J22252864-4140576,'-0.21,0.38
AND09,CS29516-024,*,*,HA,RG,"22 26 15.36","2 51 46.29",'-84.27,,14.43,13.57,13.011,12.416,11.636,11.061,10.973,4650,1.2,'-3.06,1.7,2MASS_J22261535+0251462,'-0.95,
CAY04,CS29516-024,*,*,HA,RG,"22 26 15.36","2 51 46.29",'-84.27,,14.43,13.57,13.011,12.416,11.636,11.061,10.973,4650,1.2,'-3.07,1.7,2MASS_J22261535+0251462,'-0.94,0.04
BAR05,HE2224+0143,*,*,HA,RG,"22 27 23.124","1 58 33",'-112.3,,14.54,13.83,13.208,12.733,12.193,11.731,11.613,5198,2.66,'-2.58,1.67,2MASS_J22272312+0158329,0.53,0.31
BAR05,HE2224-4103,*,*,HA,RG,"22 27 48.284","'-40 48 24.87",'-60.7,,15.586,14.91,14.461,14.02,13.479,13.017,12.952,5074,2.32,'-2.6,1.75,2MASS_J22274828-4048248,'-0.62,0.19
RYA96,CS29491-084,*,*,HA,SG,"22 28 49.84","'-28 57 1.59",,,13.86,13.48,13.2,12.83,12.524,12.251,12.201,6200,4,'-2.74,1.2,2MASS_J22284983-2857015,<-0.42,
BAR05,HE2226-4102,*,*,HA,RG,"22 29 4.305","'-40 46 52.39",96,,15.5,14.626,14.1,13.752,13.235,12.79,12.727,5140,2.43,'-2.87,1.73,2MASS_J22290430-4046523,'-1.05,0.42
BAR05,HE2227-4044,*,NO,HA,SG,"22 30 19.082","'-40 29 13.06",103.9,,15.445,14.925,14.606,14.28,14.005,13.706,13.615,5811,3.85,'-2.32,1.4,2MASS_J22301908-4029130,1.33,1.64
BAR05,CS29491-069,*,*,HA,RG,"22 31 2.186","'-32 38 36.51",'-375.5,,13.72,13.09,12.654,12.175,11.604,11.165,11.131,5103,2.45,'-2.81,1.54,2MASS_J22310218-3238365,0.29,0.14
HAY09,CS29491-069,R2,*,HA,RG,"22 31 2.186","'-32 38 36.51",'-375.5,,13.72,13.09,12.654,12.175,11.604,11.165,11.131,5300,2.8,'-2.6,1.6,2MASS_J22310218-3238365,0.32,0.28
BAR05,HE2228-3806,*,*,HA,RG,"22 31 2.573","'-37 50 40.69",179,,15.6,14.842,14,13.984,13.492,13.066,12.995,5175,2.62,'-3.07,1.65,2MASS_J22310257-3750406,'-0.62,0.38
AOK07a,HE2228-0706,*,NO,HA,RG,"22 31 24.47","'-6 50 51.18",,,14.353,13.332,12.797,12.353,11.692,11.289,11.192,5100,2.6,'-2.46,1.6,2MASS_J22312447-0650511,2.54,2.33
BAR05,HE2229-4153,*,*,HA,RG,"22 32 49.05","'-41 38 25.23",'-139.6,,13.9,13.322,12.6,12.447,11.937,11.497,11.456,5138,2.47,'-2.59,1.79,2MASS_J22324904-4138252,'-0.33,0.33
SIQ14,HE2229-4153,R1,*,HA,RG,"22 32 49.05","'-41 38 25.23",'-139.6,,13.9,13.322,12.6,12.447,11.937,11.497,11.456,5156,2.67,'-2.61,1.63,2MASS_J22324904-4138252,'-0.22,0.58
BAR05,HE2231-0622,*,*,HA,RG,"22 34 20.106","'-6 6 30.64",'-428.8,,17.095,16.356,15.96,15.538,14.818,14.405,14.218,5211,2.9,'-2.12,1.5,2MASS_J22342010-0606306,'-0.51,'-0.12
COH06,HE2232-0603,*,NO,HA,SG,"22 34 47.429","'-5 48 17.28",'-61.2,,16.861,16.51,15.894,15.591,15.295,14.91,15.22,5750,3.5,'-1.9,1.6,2MASS_J22344742-0548172,1.41,1.43
COH13,HE2232-0603,*,*,HA,SG,"22 34 47.429","'-5 48 17.28",'-61.2,,16.861,16.51,15.894,15.591,15.295,14.91,15.22,5550,3.5,'-2.23,1.6,2MASS_J22344742-0548172,1.25,1.26
BAR05,HE2234-0521,*,*,HA,RG,"22 36 37.715","'-5 6 5.2",'-177.8,,15.6,15.383,14.6,14.537,13.864,13.43,13.42,5332,3.15,'-2.78,1.39,2MASS_J22363771-0506052,'-0.89,0.32
AND09,CS29491-053,*,*,HA,RG,"22 36 56.3","'-28 31 6.49",'-147.47,,13.76,12.92,12.38,11.812,11.148,10.624,10.532,4700,1.3,'-3.04,2,2MASS_J22365630-2831064,'-0.94,
CAY04,CS29491-053,*,*,HA,RG,"22 36 56.3","'-28 31 6.49",'-147.47,,13.76,12.92,12.38,11.812,11.148,10.624,10.532,4700,1.3,'-3.03,2,2MASS_J22365630-2831064,'-0.95,'-0.19
BAR05,HE2238-2152,*,*,HA,RG,"22 41 10.309","'-21 36 19.88",'-22.2,,16.4,15.824,15.3,15.04,14.569,14.19,14.069,5427,3.28,'-2.4,1.46,2MASS_J22411030-2136198,'-0.42,0.09
HAN15,HE2238-4131,S,CR,HA,RG,"22 41 22.67","'-41 15 57.2",,,17.05,16.1,15.6,,14.284,13.88,13.849,5200,2.5,'-2.75,1,2MASS_J22412267-4115571,1.8,2.63
HAN15,HE2239-5019,*,*,HA,SG,"22 42 26.834","'-50 4 0.94",,,16.239,15.846,15.576,15.24,14.682,14.576,14.279,6100,3.5,'-4.15,1.8,2MASS_J22422683-5004009,<0.0,<1.7
HAN14,HE2239-5019,*,NO,HA,SG,"22 42 26.834","'-50 4 0.94",,,16.239,15.846,15.576,15.24,14.682,14.576,14.279,6100,3.5,'-4.15,1.8,2MASS_J22422683-5004009,<0.0,<1.82
BAR05,HE2240-0412,*,NO,HA,MS,"22 42 58.079","'-3 56 34.05",'-163.7,,16.318,15.807,15.496,15.168,14.556,14.191,14.163,5852,4.33,'-2.2,1.3,2MASS_J22425807-0356340,1.32,1.31
BAR05,HE2242-1930,*,*,HA,RG,"22 45 17.201","'-19 14 51.59",'-22.5,,16.129,15.452,15.036,14.636,14.042,13.627,13.533,5281,2.99,'-2.21,1.81,2MASS_J22451720-1914515,'-0.15,0.05
BAR05,HE2243-0151,*,*,HA,SG,"22 46 8.85","'-1 35 54.64",'-47.4,,15.4,15.573,15.2,14.863,14.193,13.98,13.873,6113,3.88,'-1.61,1.65,2MASS_J22460884-0135546,'-0.06,0.22
BAR05,HE2244-1503,*,*,HA,RG,"22 47 25.831","'-14 47 30.18",148.1,,15.4,15.351,14.9,14.483,13.894,13.494,13.373,5122,2.57,'-2.87,1.52,2MASS_J22472583-1447301,0.4,0.11
BAR05,HE2247-3705,*,*,HA,RG,"22 50 29.511","'-36 49 16.46",143.6,,16.2,16.018,15.7,15.209,14.508,14.156,14.118,5366,3.04,'-2.26,1.48,2MASS_J22502951-3649164,'-0.88,0.31
